ACF Fiorentina,David De Gea,09/08/2024,al presente
ACF Fiorentina,Tommaso Martinelli,01/07/2023,al presente
Empoli FC,Pietro Terracciano,11/07/2017,22/01/2019
ACF Fiorentina,Pietro Terracciano,22/01/2019,30/06/2019
Empoli FC,Pietro Terracciano,30/06/2019,07/07/2019
ACF Fiorentina,Pietro Terracciano,07/07/2019,al presente
ACF Fiorentina,Pietro Comuzzo,01/07/2023,al presente
ACF Fiorentina,Luca Ranieri,01/07/2018,16/07/2018
ACF Fiorentina,Luca Ranieri,30/06/2019,31/01/2020
ACF Fiorentina,Luca Ranieri,31/08/2020,25/09/2020
ACF Fiorentina,Luca Ranieri,30/06/2021,31/08/2021
ACF Fiorentina,Luca Ranieri,30/06/2022,al presente
US Lecce,Marin Pongracic,22/08/2022,30/06/2023
US Lecce,Marin Pongracic,01/07/2023,19/07/2024
ACF Fiorentina,Marin Pongracic,19/07/2024,al presente
ACF Fiorentina,Matias Moreno,30/08/2024,al presente
Udinese Calcio,Pablo Mari,20/01/2022,30/06/2022
AC Monza,Pablo Mari,11/08/2022,30/06/2023
AC Monza,Pablo Mari,01/07/2023,28/01/2025
ACF Fiorentina,Pablo Mari,28/01/2025,al presente
Atalanta,Robin Gosens,01/07/2017,27/01/2022
Inter,Robin Gosens,27/01/2022,30/06/2022
Atalanta,Robin Gosens,30/06/2022,01/07/2022
Inter,Robin Gosens,01/07/2022,15/08/2023
ACF Fiorentina,Robin Gosens,30/08/2024,30/06/2025
ACF Fiorentina,Robin Gosens,01/07/2025,al presente
Empoli FC,Fabiano Parisi,22/09/2020,14/07/2023
ACF Fiorentina,Fabiano Parisi,14/07/2023,al presente
Udinese Calcio,Alex Meret,01/07/2014,14/07/2016
Udinese Calcio,Alex Meret,30/06/2018,05/07/2018
SSC Napoli,Alex Meret,05/07/2018,30/06/2019
Udinese Calcio,Alex Meret,30/06/2019,01/07/2019
SSC Napoli,Alex Meret,01/07/2019,al presente
Udinese Calcio,Simone Scuffet,01/07/2013,06/08/2015
Como,Simone Scuffet,06/08/2015,30/06/2016
Udinese Calcio,Simone Scuffet,30/06/2016,16/01/2019
Udinese Calcio,Simone Scuffet,30/06/2019,19/08/2019
Udinese Calcio,Simone Scuffet,31/08/2020,30/08/2021
Cagliari Calcio,Simone Scuffet,14/07/2023,07/01/2025
SSC Napoli,Simone Scuffet,07/01/2025,30/06/2025
Cagliari Calcio,Simone Scuffet,30/06/2025,al presente
SSC Napoli,Nikita Contini,01/07/2015,20/07/2015
SSC Napoli,Nikita Contini,30/06/2016,19/08/2016
SSC Napoli,Nikita Contini,23/01/2017,24/01/2017
SSC Napoli,Nikita Contini,30/06/2017,25/07/2017
SSC Napoli,Nikita Contini,30/06/2018,22/08/2018
SSC Napoli,Nikita Contini,30/06/2019,23/07/2019
SSC Napoli,Nikita Contini,31/08/2020,19/08/2021
SSC Napoli,Nikita Contini,30/06/2022,11/08/2022
SSC Napoli,Nikita Contini,12/01/2023,13/01/2023
SSC Napoli,Nikita Contini,30/06/2023,al presente
SSC Napoli,Claudio Turi,25/09/2024,al presente
Torino FC,Alessandro Buongiorno,01/07/2018,10/08/2018
Torino FC,Alessandro Buongiorno,30/06/2019,11/01/2020
Torino FC,Alessandro Buongiorno,31/08/2020,13/07/2024
SSC Napoli,Alessandro Buongiorno,13/07/2024,al presente
Hellas Verona,Amir Rrahmani,01/07/2019,20/01/2020
SSC Napoli,Amir Rrahmani,20/01/2020,20/01/2020
Hellas Verona,Amir Rrahmani,20/01/2020,31/08/2020
SSC Napoli,Amir Rrahmani,31/08/2020,al presente
SSC Napoli,Rafa Marin,10/07/2024,al presente
Inter,Juan Jesus,30/01/2012,14/07/2016
AS Roma,Juan Jesus,14/07/2016,30/06/2017
Inter,Juan Jesus,30/06/2017,01/07/2017
AS Roma,Juan Jesus,01/07/2017,18/08/2021
SSC Napoli,Juan Jesus,18/08/2021,al presente
SSC Napoli,Mathias Olivera,01/07/2022,al presente
Empoli FC,Leonardo Spinazzola,11/07/2012,27/01/2013
Juventus,Leonardo Spinazzola,27/01/2013,28/01/2013
Juventus,Leonardo Spinazzola,30/06/2013,01/07/2013
Juventus,Leonardo Spinazzola,01/07/2014,11/08/2014
Atalanta,Leonardo Spinazzola,11/08/2014,01/02/2015
Juventus,Leonardo Spinazzola,01/02/2015,02/02/2015
Juventus,Leonardo Spinazzola,30/06/2015,22/07/2015
Juventus,Leonardo Spinazzola,30/06/2016,07/07/2016
Atalanta,Leonardo Spinazzola,07/07/2016,30/06/2018
Juventus,Leonardo Spinazzola,30/06/2018,01/07/2019
AS Roma,Leonardo Spinazzola,01/07/2019,10/07/2024
SSC Napoli,Leonardo Spinazzola,10/07/2024,al presente
Empoli FC,Giovanni Di Lorenzo,30/08/2017,01/07/2019
SSC Napoli,Giovanni Di Lorenzo,01/07/2019,al presente
Parma Calcio,Pasquale Mazzocchi,12/01/2016,09/07/2018
Venezia FC,Pasquale Mazzocchi,23/09/2020,25/01/2022
Venezia FC,Pasquale Mazzocchi,30/06/2022,01/07/2022
SSC Napoli,Pasquale Mazzocchi,05/01/2024,al presente
SSC Napoli,Stanislav Lobotka,15/01/2020,al presente
SSC Napoli,Billy Gilmour,30/08/2024,al presente
SSC Napoli,Scott Mctominay,30/08/2024,al presente
SSC Napoli,Frank Anguissa,31/08/2021,30/06/2022
SSC Napoli,Frank Anguissa,01/07/2022,al presente
SSC Napoli,Philip Billing,11/01/2025,30/06/2025
US Lecce,Luis Hasa,30/08/2024,08/01/2025
SSC Napoli,Luis Hasa,08/01/2025,al presente
AC Milan,Noah Okafor,22/07/2023,03/02/2025
SSC Napoli,Noah Okafor,03/02/2025,30/06/2025
AC Milan,Noah Okafor,30/06/2025,al presente
SSC Napoli,David Neres,21/08/2024,al presente
AS Roma,Matteo Politano,30/06/2013,01/07/2013
AS Roma,Matteo Politano,01/07/2015,02/07/2015
AS Roma,Matteo Politano,30/06/2016,01/07/2016
Inter,Matteo Politano,01/07/2018,30/06/2019
Inter,Matteo Politano,01/07/2019,28/01/2020
SSC Napoli,Matteo Politano,28/01/2020,30/06/2021
Inter,Matteo Politano,30/06/2021,01/07/2021
SSC Napoli,Matteo Politano,01/07/2021,al presente
Hellas Verona,Cyril Ngonge,19/01/2023,19/01/2024
SSC Napoli,Cyril Ngonge,19/01/2024,al presente
SSC Napoli,Giacomo Raspadori,20/08/2022,30/06/2023
SSC Napoli,Giacomo Raspadori,01/07/2023,al presente
Inter,Romelu Lukaku,08/08/2019,12/08/2021
Inter,Romelu Lukaku,01/07/2022,30/06/2023
AS Roma,Romelu Lukaku,30/08/2023,30/06/2024
SSC Napoli,Romelu Lukaku,29/08/2024,al presente
Genoa CFC,Giovanni Simeone,18/08/2016,16/08/2017
ACF Fiorentina,Giovanni Simeone,16/08/2017,30/08/2019
Cagliari Calcio,Giovanni Simeone,30/08/2019,31/08/2020
ACF Fiorentina,Giovanni Simeone,31/08/2020,01/09/2020
Cagliari Calcio,Giovanni Simeone,01/09/2020,26/08/2021
Hellas Verona,Giovanni Simeone,26/08/2021,30/06/2022
Cagliari Calcio,Giovanni Simeone,30/06/2022,01/07/2022
Hellas Verona,Giovanni Simeone,01/07/2022,18/08/2022
SSC Napoli,Giovanni Simeone,18/08/2022,30/06/2023
Hellas Verona,Giovanni Simeone,30/06/2023,01/07/2023
SSC Napoli,Giovanni Simeone,01/07/2023,al presente
Genoa CFC,Josep Martinez,01/07/2022,30/06/2023
Genoa CFC,Josep Martinez,01/07/2023,09/07/2024
Inter,Josep Martinez,09/07/2024,al presente
Inter,Yann Sommer,07/08/2023,al presente
Inter,Raffaele Di Gennaro,30/06/2014,11/07/2014
Inter,Raffaele Di Gennaro,30/06/2016,19/08/2016
Inter,Raffaele Di Gennaro,30/06/2017,12/07/2017
Inter,Raffaele Di Gennaro,30/06/2018,13/08/2019
Inter,Raffaele Di Gennaro,13/07/2023,al presente
Atalanta,Alessandro Bastoni,01/01/2017,31/08/2017
Inter,Alessandro Bastoni,31/08/2017,31/08/2017
Atalanta,Alessandro Bastoni,31/08/2017,30/06/2018
Inter,Alessandro Bastoni,30/06/2018,07/08/2018
Parma Calcio,Alessandro Bastoni,07/08/2018,30/06/2019
Inter,Alessandro Bastoni,30/06/2019,al presente
Inter,Benjamin Pavard,30/08/2023,al presente
Inter,Yann Bisseck,12/07/2023,al presente
Lazio Roma,Stefan De Vrij,30/07/2014,01/07/2018
Inter,Stefan De Vrij,01/07/2018,al presente
Genoa CFC,Francesco Acerbi,01/06/2011,01/07/2011
AC Milan,Francesco Acerbi,01/07/2012,26/01/2013
Genoa CFC,Francesco Acerbi,26/01/2013,31/01/2013
Genoa CFC,Francesco Acerbi,30/06/2013,08/07/2013
Lazio Roma,Francesco Acerbi,11/07/2018,01/09/2022
Inter,Francesco Acerbi,01/09/2022,30/06/2023
Lazio Roma,Francesco Acerbi,30/06/2023,01/07/2023
Inter,Francesco Acerbi,01/07/2023,al presente
Inter,Federico Dimarco,01/07/2015,27/01/2016
Inter,Federico Dimarco,30/06/2016,01/07/2016
Empoli FC,Federico Dimarco,01/07/2016,30/06/2017
Inter,Federico Dimarco,30/06/2017,01/07/2017
Inter,Federico Dimarco,05/07/2018,07/08/2018
Parma Calcio,Federico Dimarco,07/08/2018,30/06/2019
Inter,Federico Dimarco,30/06/2019,31/01/2020
Hellas Verona,Federico Dimarco,31/01/2020,30/06/2021
Inter,Federico Dimarco,30/06/2021,al presente
AC Monza,Carlos Augusto,01/09/2020,15/08/2023
Inter,Carlos Augusto,15/08/2023,30/06/2024
AC Monza,Carlos Augusto,30/06/2024,01/07/2024
Inter,Carlos Augusto,01/07/2024,al presente
Inter,Denzel Dumfries,14/08/2021,al presente
AC Milan,Matteo Darmian,01/07/2007,17/07/2009
AC Milan,Matteo Darmian,30/06/2010,12/07/2010
Torino FC,Matteo Darmian,12/07/2011,30/06/2012
Torino FC,Matteo Darmian,05/07/2012,11/07/2015
Parma Calcio,Matteo Darmian,02/09/2019,05/10/2020
Inter,Matteo Darmian,05/10/2020,30/06/2021
Parma Calcio,Matteo Darmian,30/06/2021,01/07/2021
Inter,Matteo Darmian,01/07/2021,al presente
AC Milan,Hakan Calhanoglu,03/07/2017,01/07/2021
Inter,Hakan Calhanoglu,01/07/2021,al presente
Empoli FC,Kristjan Asllani,01/07/2021,01/07/2022
Inter,Kristjan Asllani,01/07/2022,30/06/2023
Empoli FC,Kristjan Asllani,30/06/2023,01/07/2023
Inter,Kristjan Asllani,01/07/2023,al presente
Inter,Petar Sucic,01/06/2025,al presente
Cagliari Calcio,Nicolo Barella,01/07/2014,05/01/2016
Como,Nicolo Barella,05/01/2016,30/06/2016
Cagliari Calcio,Nicolo Barella,30/06/2016,12/07/2019
Inter,Nicolo Barella,12/07/2019,31/08/2020
Cagliari Calcio,Nicolo Barella,31/08/2020,01/09/2020
Inter,Nicolo Barella,01/09/2020,al presente
Empoli FC,Davide Frattesi,15/07/2019,31/08/2020
AC Monza,Davide Frattesi,16/09/2020,30/06/2021
Inter,Davide Frattesi,06/07/2023,30/06/2024
Inter,Davide Frattesi,01/07/2024,al presente
Udinese Calcio,Piotr Zielinski,01/07/2012,31/08/2014
Empoli FC,Piotr Zielinski,31/08/2014,30/06/2016
Udinese Calcio,Piotr Zielinski,30/06/2016,04/08/2016
SSC Napoli,Piotr Zielinski,04/08/2016,01/07/2024
Inter,Piotr Zielinski,01/07/2024,al presente
AS Roma,Henrikh Mkhitaryan,02/09/2019,31/08/2020
AS Roma,Henrikh Mkhitaryan,01/09/2020,01/07/2022
Inter,Henrikh Mkhitaryan,01/07/2022,al presente
AS Roma,Nicola Zalewski,01/07/2021,01/02/2025
Inter,Nicola Zalewski,01/02/2025,30/06/2025
AS Roma,Nicola Zalewski,30/06/2025,al presente
Inter,Valentin Carboni,01/07/2022,15/07/2023
AC Monza,Valentin Carboni,15/07/2023,30/06/2024
Inter,Valentin Carboni,30/06/2024,07/08/2024
Inter,Valentin Carboni,11/02/2025,al presente
Inter,Luis Henrique,07/06/2025,al presente
Lazio Roma,Joaquin Correa,01/08/2018,26/08/2021
Inter,Joaquin Correa,26/08/2021,30/06/2022
Lazio Roma,Joaquin Correa,30/06/2022,01/07/2022
Inter,Joaquin Correa,01/07/2022,25/08/2023
Inter,Joaquin Correa,30/06/2024,al presente
Inter,Lautaro Martinez,04/07/2018,al presente
Inter,Marcus Thuram,01/07/2023,al presente
Inter,Mehdi Taremi,13/07/2024,al presente
Inter,Marko Arnautovic,05/08/2009,30/06/2010
Bologna FC,Marko Arnautovic,01/08/2021,16/08/2023
Inter,Marko Arnautovic,16/08/2023,30/06/2024
Bologna FC,Marko Arnautovic,30/06/2024,01/07/2024
Inter,Marko Arnautovic,01/07/2024,al presenteAtalanta,Marco Carnesecchi,01/07/2019,25/07/2019
Atalanta,Marco Carnesecchi,31/08/2020,05/01/2021
Atalanta,Marco Carnesecchi,30/06/2022,31/08/2022
Atalanta,Marco Carnesecchi,30/06/2023,al presente
Atalanta,Francesco Rossi,01/08/2009,01/07/2011
Atalanta,Francesco Rossi,31/12/2011,01/01/2012
Atalanta,Francesco Rossi,30/06/2013,28/08/2013
Atalanta,Francesco Rossi,30/06/2014,30/07/2014
Atalanta,Francesco Rossi,30/06/2015,29/08/2015
Atalanta,Francesco Rossi,30/06/2016,12/07/2016
Atalanta,Francesco Rossi,23/01/2017,al presente
Atalanta,Giorgio Scalvini,09/07/2021,al presente
Hellas Verona,Isak Hien,27/08/2022,02/01/2024
Atalanta,Isak Hien,02/01/2024,al presente
Atalanta,Odilon Kossounou,28/08/2024,30/06/2025
Bologna FC,Stefan Posch,01/09/2022,30/06/2023
Bologna FC,Stefan Posch,01/07/2023,03/02/2025
Atalanta,Stefan Posch,03/02/2025,30/06/2025
Bologna FC,Stefan Posch,30/06/2025,al presente
Atalanta,Sead Kolasinac,06/07/2023,al presente
Atalanta,Berat Djimsiti,18/01/2016,31/08/2016
Atalanta,Berat Djimsiti,30/06/2017,13/07/2017
Atalanta,Berat Djimsiti,30/06/2018,al presente
AS Roma,Rafael Toloi,31/01/2014,30/06/2014
Atalanta,Rafael Toloi,26/08/2015,01/07/2025
Atalanta,Marten De Roon,11/07/2015,04/07/2016
Atalanta,Marten De Roon,10/08/2017,al presente
Hellas Verona,Ibrahim Sulemana,01/07/2022,01/07/2023
Cagliari Calcio,Ibrahim Sulemana,01/07/2023,17/07/2024
Atalanta,Ibrahim Sulemana,17/07/2024,al presente
Atalanta,Ederson,06/07/2022,al presente
AC Milan,Mario Pasalic,27/08/2016,30/06/2017
Atalanta,Mario Pasalic,25/07/2018,31/08/2020
Atalanta,Mario Pasalic,01/09/2020,al presente
AC Milan,Marco Brescianini,30/06/2021,01/07/2021
AC Monza,Marco Brescianini,01/07/2021,30/06/2022
AC Milan,Marco Brescianini,30/06/2022,07/08/2022
AC Milan,Marco Brescianini,30/06/2023,07/07/2023
Atalanta,Marco Brescianini,16/08/2024,30/06/2025
Atalanta,Marco Brescianini,01/07/2025,al presente
Atalanta,Raoul Bellanova,30/01/2020,24/09/2020
Atalanta,Raoul Bellanova,29/06/2021,30/06/2021
Cagliari Calcio,Raoul Bellanova,31/08/2021,30/06/2022
Cagliari Calcio,Raoul Bellanova,01/07/2022,06/07/2022
Inter,Raoul Bellanova,06/07/2022,30/06/2023
Cagliari Calcio,Raoul Bellanova,30/06/2023,01/07/2023
Torino FC,Raoul Bellanova,01/07/2023,22/08/2024
Atalanta,Raoul Bellanova,22/08/2024,al presente
Atalanta,Davide Zappacosta,30/06/2012,12/07/2012
Atalanta,Davide Zappacosta,02/07/2014,10/07/2015
Torino FC,Davide Zappacosta,10/07/2015,31/08/2017
AS Roma,Davide Zappacosta,21/08/2019,04/08/2020
Genoa CFC,Davide Zappacosta,19/09/2020,30/06/2021
Atalanta,Davide Zappacosta,24/08/2021,al presente
Atalanta,Marco Palestra,01/07/2024,al presente
Udinese Calcio,Juan Cuadrado,02/07/2009,03/08/2011
US Lecce,Juan Cuadrado,03/08/2011,30/06/2012
Udinese Calcio,Juan Cuadrado,30/06/2012,23/07/2012
ACF Fiorentina,Juan Cuadrado,23/07/2012,30/06/2013
Udinese Calcio,Juan Cuadrado,30/06/2013,01/07/2013
ACF Fiorentina,Juan Cuadrado,01/07/2013,02/02/2015
Juventus,Juan Cuadrado,25/08/2015,30/06/2016
Juventus,Juan Cuadrado,31/08/2016,30/06/2017
Juventus,Juan Cuadrado,01/07/2017,19/07/2023
Inter,Juan Cuadrado,19/07/2023,26/08/2024
Atalanta,Juan Cuadrado,26/08/2024,al presente
Atalanta,Matteo Ruggeri,01/09/2020,27/07/2021
Atalanta,Matteo Ruggeri,30/06/2022,al presente
AC Milan,Charles De Ketelaere,02/08/2022,16/08/2023
Atalanta,Charles De Ketelaere,16/08/2023,30/06/2024
AC Milan,Charles De Ketelaere,30/06/2024,01/07/2024
Atalanta,Charles De Ketelaere,01/07/2024,al presente
Udinese Calcio,Lazar Samardzic,05/08/2021,18/08/2024
Atalanta,Lazar Samardzic,18/08/2024,30/06/2025
Udinese Calcio,Lazar Samardzic,30/06/2025,01/07/2025
Atalanta,Lazar Samardzic,01/07/2025,al presente
AC Milan,Daniel Maldini,01/09/2020,29/07/2022
AC Milan,Daniel Maldini,30/06/2023,10/07/2023
Empoli FC,Daniel Maldini,10/07/2023,09/01/2024
AC Milan,Daniel Maldini,09/01/2024,10/01/2024
AC Monza,Daniel Maldini,10/01/2024,30/06/2024
AC Milan,Daniel Maldini,30/06/2024,31/07/2024
AC Monza,Daniel Maldini,31/07/2024,01/02/2025
Atalanta,Daniel Maldini,01/02/2025,al presente
Atalanta,Ademola Lookman,04/08/2022,al presente
Genoa CFC,Mateo Retegui,26/07/2023,08/08/2024
Atalanta,Mateo Retegui,08/08/2024,al presente
Genoa CFC,Gianluca Scamacca,02/10/2020,30/06/2021
Atalanta,Gianluca Scamacca,07/08/2023,al presente
Inter,Michele Di Gregorio,30/06/2018,04/07/2018
Inter,Michele Di Gregorio,08/08/2018,24/08/2018
Inter,Michele Di Gregorio,30/06/2019,10/07/2019
Inter,Michele Di Gregorio,31/08/2020,01/09/2020
AC Monza,Michele Di Gregorio,01/09/2020,30/06/2022
Inter,Michele Di Gregorio,30/06/2022,01/07/2022
AC Monza,Michele Di Gregorio,01/07/2022,05/07/2024
Juventus,Michele Di Gregorio,05/07/2024,30/06/2025
AC Monza,Michele Di Gregorio,30/06/2025,01/07/2025
Juventus,Michele Di Gregorio,01/07/2025,al presente
Genoa CFC,Mattia Perin,01/01/2010,01/07/2011
Genoa CFC,Mattia Perin,30/06/2012,30/07/2012
Genoa CFC,Mattia Perin,30/06/2013,01/07/2018
Juventus,Mattia Perin,01/07/2018,02/01/2020
Genoa CFC,Mattia Perin,02/01/2020,30/06/2021
Juventus,Mattia Perin,30/06/2021,al presente
Juventus,Carlo Pinsoglio,30/06/2011,01/07/2011
Juventus,Carlo Pinsoglio,01/12/2011,01/01/2012
Juventus,Carlo Pinsoglio,01/07/2014,05/07/2014
Juventus,Carlo Pinsoglio,30/06/2015,24/07/2015
Juventus,Carlo Pinsoglio,30/06/2016,20/07/2016
Juventus,Carlo Pinsoglio,30/06/2017,al presente
Torino FC,Bremer,10/07/2018,20/07/2022
Juventus,Bremer,20/07/2022,al presente
AC Milan,Pierre Kalulu,01/09/2020,21/08/2024
Juventus,Pierre Kalulu,21/08/2024,04/06/2025
AC Milan,Pierre Kalulu,04/06/2025,05/06/2025
Juventus,Pierre Kalulu,05/06/2025,al presente
Juventus,Federico Gatti,31/01/2022,31/01/2022
Juventus,Federico Gatti,30/06/2022,al presente
Juventus,Lloyd Kelly,03/02/2025,30/06/2025
Juventus,Lloyd Kelly,01/07/2025,al presente
Juventus,Renato Veiga,27/01/2025,30/06/2025
Empoli FC,Daniele Rugani,01/07/2013,31/07/2013
Juventus,Daniele Rugani,31/07/2013,01/08/2013
Empoli FC,Daniele Rugani,01/08/2013,30/06/2015
Juventus,Daniele Rugani,30/06/2015,03/10/2020
Juventus,Daniele Rugani,31/01/2021,01/02/2021
Cagliari Calcio,Daniele Rugani,01/02/2021,30/06/2021
Juventus,Daniele Rugani,30/06/2021,21/08/2024
Juventus,Daniele Rugani,02/06/2025,al presente
Genoa CFC,Andrea Cambiaso,01/07/2017,01/08/2017
Genoa CFC,Andrea Cambiaso,30/06/2018,25/07/2018
Genoa CFC,Andrea Cambiaso,30/06/2019,02/08/2019
Genoa CFC,Andrea Cambiaso,24/01/2020,21/09/2020
Empoli FC,Andrea Cambiaso,21/09/2020,30/06/2021
Genoa CFC,Andrea Cambiaso,30/06/2021,14/07/2022
Juventus,Andrea Cambiaso,14/07/2022,15/07/2022
Bologna FC,Andrea Cambiaso,15/07/2022,30/06/2023
Juventus,Andrea Cambiaso,30/06/2023,al presente
Hellas Verona,Juan Cabal,20/08/2022,18/07/2024
Juventus,Juan Cabal,18/07/2024,al presente
Juventus,Jonas Rouhi,09/08/2024,al presente
Juventus,Nicolo Savona,08/08/2024,al presente
Juventus,Alberto Costa,15/01/2025,al presente
AC Milan,Manuel Locatelli,01/02/2016,13/08/2018
AC Milan,Manuel Locatelli,30/06/2019,01/07/2019
Juventus,Manuel Locatelli,18/08/2021,30/06/2023
Juventus,Manuel Locatelli,01/07/2023,al presente
Juventus,Khephren Thuram,10/07/2024,al presente
Juventus,Douglas Luiz,01/07/2024,al presente
Juventus,Weston Mckennie,01/09/2020,30/06/2021
Juventus,Weston Mckennie,01/07/2021,30/01/2023
Juventus,Weston Mckennie,30/06/2023,al presente
Juventus,Filip Kostic,12/08/2022,09/09/2024
Juventus,Filip Kostic,03/06/2025,al presente
Atalanta,Teun Koopmeiners,30/08/2021,28/08/2024
Juventus,Teun Koopmeiners,28/08/2024,al presente
Juventus,Vasilije Adzic,01/07/2024,al presente
Juventus,Kenan Yildiz,07/11/2023,al presente
Juventus,Samuel Mbangula,29/08/2024,al presente
Juventus,Francisco Conceicao,27/08/2024,30/06/2025
ACF Fiorentina,Nico Gonzalez,01/07/2021,25/08/2024
Juventus,Nico Gonzalez,25/08/2024,30/06/2025
ACF Fiorentina,Nico Gonzalez,30/06/2025,01/07/2025
Juventus,Nico Gonzalez,01/07/2025,al presente
Juventus,Timothy Weah,01/07/2023,al presente
ACF Fiorentina,Dusan Vlahovic,01/07/2018,28/01/2022
Juventus,Dusan Vlahovic,28/01/2022,al presente
Juventus,Randal Kolo Muani,23/01/2025,30/06/2025
SSC Napoli,Arkadiusz Milik,01/08/2016,21/01/2021
SSC Napoli,Arkadiusz Milik,30/06/2022,01/07/2022
Juventus,Arkadiusz Milik,26/08/2022,30/06/2023
Juventus,Arkadiusz Milik,01/07/2023,al presente
AS Roma,Mile Svilar,01/07/2022,al presente
Hellas Verona,Pierluigi Gollini,01/07/2014,08/07/2016
Atalanta,Pierluigi Gollini,13/01/2017,30/06/2018
Atalanta,Pierluigi Gollini,01/07/2018,24/07/2021
Atalanta,Pierluigi Gollini,30/06/2022,09/07/2022
ACF Fiorentina,Pierluigi Gollini,09/07/2022,24/01/2023
Atalanta,Pierluigi Gollini,24/01/2023,25/01/2023
SSC Napoli,Pierluigi Gollini,25/01/2023,30/06/2024
Atalanta,Pierluigi Gollini,30/06/2024,30/07/2024
Genoa CFC,Pierluigi Gollini,30/07/2024,23/01/2025
Atalanta,Pierluigi Gollini,23/01/2025,24/01/2025
AS Roma,Pierluigi Gollini,24/01/2025,al presente
AS Roma,Renato Marin,01/07/2024,al presente
AS Roma,Evan Ndicka,01/07/2023,al presente
ACF Fiorentina,Gianluca Mancini,30/06/2016,01/08/2016
Atalanta,Gianluca Mancini,12/01/2017,12/01/2017
Atalanta,Gianluca Mancini,30/06/2017,17/07/2019
AS Roma,Gianluca Mancini,17/07/2019,31/08/2020
Atalanta,Gianluca Mancini,31/08/2020,01/09/2020
AS Roma,Gianluca Mancini,01/09/2020,al presente
AS Roma,Victor Nelsson,03/02/2025,30/06/2025
AS Roma,Mats Hummels,04/09/2024,01/07/2025
AS Roma,Angelino,30/01/2024,30/06/2024
AS Roma,Angelino,01/07/2024,al presente
