ACF Fiorentina,David De Gea,09/08/2024,al presente
AS Roma,Anass Salah Eddine,03/02/2025,al presente
AS Roma,Devyne Rensch,23/01/2025,al presente
AS Roma,Zeki Celik,05/07/2022,al presente
AS Roma,Saud Abdulhamid,27/08/2024,al presente
AS Roma,Buba Sangare,02/07/2024,al presente
AS Roma,Lucas Gourna Douath,03/02/2025,30/06/2025
AC Milan,Bryan Cristante,01/07/2013,01/09/2014
Atalanta,Bryan Cristante,27/01/2017,30/06/2018
Atalanta,Bryan Cristante,01/07/2018,01/07/2018
AS Roma,Bryan Cristante,01/07/2018,30/06/2019
Atalanta,Bryan Cristante,30/06/2019,01/07/2019
AS Roma,Bryan Cristante,01/07/2019,al presente
AS Roma,Leandro Paredes,01/07/2014,30/06/2015
AS Roma,Leandro Paredes,01/07/2015,31/08/2015
Empoli FC,Leandro Paredes,31/08/2015,30/06/2016
AS Roma,Leandro Paredes,30/06/2016,01/07/2017
Juventus,Leandro Paredes,31/08/2022,30/06/2023
AS Roma,Leandro Paredes,16/08/2023,al presente
AS Roma,Manu Kone,30/08/2024,al presente
AS Roma,Niccolo Pisilli,01/07/2024,al presente
AS Roma,Lorenzo Pellegrini,01/07/2017,al presente
Empoli FC,Tommaso Baldanzi,01/07/2021,01/02/2024
AS Roma,Tommaso Baldanzi,01/02/2024,al presente
Genoa CFC,Stephan El Shaarawy,01/12/2008,01/07/2010
Genoa CFC,Stephan El Shaarawy,30/06/2011,01/07/2011
AC Milan,Stephan El Shaarawy,01/07/2011,13/07/2015
AC Milan,Stephan El Shaarawy,25/01/2016,26/01/2016
AS Roma,Stephan El Shaarawy,26/01/2016,30/06/2016
AC Milan,Stephan El Shaarawy,30/06/2016,01/07/2016
AS Roma,Stephan El Shaarawy,01/07/2016,08/07/2019
AS Roma,Stephan El Shaarawy,30/01/2021,al presente
Juventus,Matias Soule,01/07/2022,28/08/2023
Juventus,Matias Soule,30/06/2024,30/07/2024
AS Roma,Matias Soule,30/07/2024,al presente
AC Milan,Alexis Saelemaekers,31/01/2020,31/08/2020
AC Milan,Alexis Saelemaekers,01/09/2020,30/08/2023
Bologna FC,Alexis Saelemaekers,30/08/2023,30/06/2024
AC Milan,Alexis Saelemaekers,30/06/2024,30/08/2024
AS Roma,Alexis Saelemaekers,30/08/2024,30/06/2025
AC Milan,Alexis Saelemaekers,30/06/2025,al presente
Juventus,Paulo Dybala,01/07/2015,20/07/2022
AS Roma,Paulo Dybala,20/07/2022,al presente
AS Roma,Artem Dovbyk,02/08/2024,al presente
Genoa CFC,Eldor Shomurodov,01/10/2020,02/08/2021
AS Roma,Eldor Shomurodov,02/08/2021,30/01/2023
AS Roma,Eldor Shomurodov,30/06/2023,27/07/2023
Cagliari Calcio,Eldor Shomurodov,27/07/2023,30/06/2024
AS Roma,Eldor Shomurodov,30/06/2024,al presenteEmpoli FC,Ivan Provedel,11/07/2017,22/01/2020
Empoli FC,Ivan Provedel,31/08/2020,05/10/2020
Lazio Roma,Ivan Provedel,08/08/2022,al presente
Lazio Roma,Christos Mandas,01/09/2023,al presente
Lazio Roma,Davide Renzetti,01/07/2024,al presente
Lazio Roma,Alessio Furlanetto,01/07/2022,18/08/2022
Lazio Roma,Alessio Furlanetto,30/06/2023,02/09/2023
Lazio Roma,Alessio Furlanetto,30/06/2024,al presente
Lazio Roma,Mario Gila,12/07/2022,al presente
AS Roma,Alessio Romagnoli,01/07/2012,01/09/2014
AS Roma,Alessio Romagnoli,30/06/2015,11/08/2015
AC Milan,Alessio Romagnoli,11/08/2015,12/07/2022
Lazio Roma,Alessio Romagnoli,12/07/2022,al presente
Lazio Roma,Samuel Gigot,30/08/2024,30/06/2025
Lazio Roma,Patric,01/07/2015,al presente
Lazio Roma,Oliver Provstgaard,03/02/2025,al presente
Lazio Roma,Filipe Bordon,01/07/2024,al presente
Lazio Roma,Nuno Tavares,15/07/2024,30/06/2025
Lazio Roma,Nuno Tavares,01/07/2025,al presente
AS Roma,Luca Pellegrini,01/07/2018,31/01/2019
Cagliari Calcio,Luca Pellegrini,31/01/2019,30/06/2019
AS Roma,Luca Pellegrini,30/06/2019,01/07/2019
Juventus,Luca Pellegrini,01/07/2019,19/08/2019
Cagliari Calcio,Luca Pellegrini,19/08/2019,31/08/2020
Juventus,Luca Pellegrini,31/08/2020,26/09/2020
Genoa CFC,Luca Pellegrini,26/09/2020,30/06/2021
Juventus,Luca Pellegrini,30/06/2021,12/08/2022
Juventus,Luca Pellegrini,30/01/2023,31/01/2023
Lazio Roma,Luca Pellegrini,31/01/2023,30/06/2023
Juventus,Luca Pellegrini,30/06/2023,17/08/2023
Lazio Roma,Luca Pellegrini,17/08/2023,30/06/2025
Juventus,Luca Pellegrini,30/06/2025,al presente
Lazio Roma,Adam Marusic,01/07/2017,al presente
Empoli FC,Elseid Hysaj,01/07/2012,02/08/2015
SSC Napoli,Elseid Hysaj,02/08/2015,01/07/2021
Lazio Roma,Elseid Hysaj,01/07/2021,al presente
Genoa CFC,Nicolo Rovella,01/09/2020,28/01/2021
Juventus,Nicolo Rovella,28/01/2021,28/01/2021
Genoa CFC,Nicolo Rovella,28/01/2021,30/06/2022
Juventus,Nicolo Rovella,30/06/2022,31/08/2022
AC Monza,Nicolo Rovella,31/08/2022,30/06/2023
Juventus,Nicolo Rovella,30/06/2023,16/08/2023
Lazio Roma,Nicolo Rovella,16/08/2023,30/06/2025
Juventus,Nicolo Rovella,30/06/2025,al presente
Hellas Verona,Reda Belahyane,25/01/2024,03/02/2025
Lazio Roma,Reda Belahyane,03/02/2025,al presente
Lazio Roma,Matteo Guendouzi,31/08/2023,30/06/2024
Lazio Roma,Matteo Guendouzi,01/07/2024,al presente
ACF Fiorentina,Matias Vecino,19/01/2013,29/01/2014
Cagliari Calcio,Matias Vecino,29/01/2014,30/06/2014
ACF Fiorentina,Matias Vecino,30/06/2014,13/08/2014
Empoli FC,Matias Vecino,13/08/2014,30/06/2015
ACF Fiorentina,Matias Vecino,30/06/2015,02/08/2017
Inter,Matias Vecino,02/08/2017,01/08/2022
Lazio Roma,Matias Vecino,01/08/2022,al presente
Lazio Roma,Toma Basic,25/08/2021,17/01/2024
Lazio Roma,Toma Basic,30/06/2024,al presente
Lazio Roma,Manuel Lazzari,12/07/2019,al presente
Lazio Roma,Fisayo Dele Bashiru,06/07/2024,30/06/2025
Lazio Roma,Fisayo Dele Bashiru,01/07/2025,al presente
Lazio Roma,Arijon Ibrahimovic,13/01/2025,30/06/2025
Lazio Roma,Cristo Munoz,01/07/2024,al presente
Lazio Roma,Andre Anderson,14/08/2018,17/08/2018
Lazio Roma,Andre Anderson,30/06/2019,05/10/2020
Lazio Roma,Andre Anderson,30/06/2021,11/04/2022
Lazio Roma,Andre Anderson,30/06/2023,01/07/2025
Hellas Verona,Mattia Zaccagni,01/07/2014,18/07/2014
Hellas Verona,Mattia Zaccagni,30/06/2015,26/01/2016
Hellas Verona,Mattia Zaccagni,30/06/2016,31/08/2021
Lazio Roma,Mattia Zaccagni,31/08/2021,30/06/2022
Hellas Verona,Mattia Zaccagni,30/06/2022,01/07/2022
Lazio Roma,Mattia Zaccagni,01/07/2022,al presente
Lazio Roma,Gustav Isaksen,08/08/2023,al presente
Hellas Verona,Tijjani Noslin,23/01/2024,01/07/2024
Lazio Roma,Tijjani Noslin,01/07/2024,al presente
Lazio Roma,Loum Tchaouna,01/07/2024,al presente
AS Roma,Pedro,01/09/2020,19/08/2021
Lazio Roma,Pedro,19/08/2021,al presente
Lazio Roma,Taty Castellanos,21/07/2023,al presente
Lazio Roma,Boulaye Dia,16/08/2024,30/06/2026ACF Fiorentina,David De Gea,09/08/2024,al presente
ACF Fiorentina,Tommaso Martinelli,01/07/2023,al presente
Empoli FC,Pietro Terracciano,11/07/2017,22/01/2019
ACF Fiorentina,Pietro Terracciano,22/01/2019,30/06/2019
Empoli FC,Pietro Terracciano,30/06/2019,07/07/2019
ACF Fiorentina,Pietro Terracciano,07/07/2019,al presente
ACF Fiorentina,Pietro Comuzzo,01/07/2023,al presente
ACF Fiorentina,Luca Ranieri,01/07/2018,16/07/2018
ACF Fiorentina,Luca Ranieri,30/06/2019,31/01/2020
ACF Fiorentina,Luca Ranieri,31/08/2020,25/09/2020
ACF Fiorentina,Luca Ranieri,30/06/2021,31/08/2021
ACF Fiorentina,Luca Ranieri,30/06/2022,al presente
US Lecce,Marin Pongracic,22/08/2022,30/06/2023
US Lecce,Marin Pongracic,01/07/2023,19/07/2024
ACF Fiorentina,Marin Pongracic,19/07/2024,al presente
ACF Fiorentina,Matias Moreno,30/08/2024,al presente
Udinese Calcio,Pablo Mari,20/01/2022,30/06/2022
AC Monza,Pablo Mari,11/08/2022,30/06/2023
AC Monza,Pablo Mari,01/07/2023,28/01/2025
ACF Fiorentina,Pablo Mari,28/01/2025,al presente
Atalanta,Robin Gosens,01/07/2017,27/01/2022
Inter,Robin Gosens,27/01/2022,30/06/2022
Atalanta,Robin Gosens,30/06/2022,01/07/2022
Inter,Robin Gosens,01/07/2022,15/08/2023
ACF Fiorentina,Robin Gosens,30/08/2024,30/06/2025
ACF Fiorentina,Robin Gosens,01/07/2025,al presente
Empoli FC,Fabiano Parisi,22/09/2020,14/07/2023
ACF Fiorentina,Fabiano Parisi,14/07/2023,al presente
ACF Fiorentina,Dodo,22/07/2022,al presente
AC Milan,Yacine Adli,30/08/2021,31/08/2021
AC Milan,Yacine Adli,30/06/2022,28/08/2024
ACF Fiorentina,Yacine Adli,28/08/2024,30/06/2025
AC Milan,Yacine Adli,30/06/2025,al presente
Genoa CFC,Rolando Mandragora,01/07/2014,24/07/2015
Genoa CFC,Rolando Mandragora,18/01/2016,19/01/2016
Juventus,Rolando Mandragora,19/01/2016,20/01/2016
Juventus,Rolando Mandragora,30/06/2016,05/08/2017
Juventus,Rolando Mandragora,30/06/2018,26/07/2018
Udinese Calcio,Rolando Mandragora,26/07/2018,03/10/2020
Juventus,Rolando Mandragora,03/10/2020,04/10/2020
Udinese Calcio,Rolando Mandragora,04/10/2020,31/01/2021
Juventus,Rolando Mandragora,31/01/2021,01/02/2021
Torino FC,Rolando Mandragora,01/02/2021,30/06/2022
Juventus,Rolando Mandragora,30/06/2022,04/07/2022
ACF Fiorentina,Rolando Mandragora,04/07/2022,al presente
Lazio Roma,Danilo Cataldi,01/07/2013,07/08/2013
Lazio Roma,Danilo Cataldi,30/06/2014,13/01/2017
Genoa CFC,Danilo Cataldi,13/01/2017,30/06/2017
Lazio Roma,Danilo Cataldi,30/06/2017,19/07/2017
Lazio Roma,Danilo Cataldi,30/06/2018,30/08/2024
ACF Fiorentina,Danilo Cataldi,30/08/2024,30/06/2025
Lazio Roma,Danilo Cataldi,30/06/2025,al presente
Juventus,Nicolo Fagioli,01/01/2021,31/08/2021
Juventus,Nicolo Fagioli,30/06/2022,03/02/2025
ACF Fiorentina,Nicolo Fagioli,03/02/2025,30/06/2025
Juventus,Nicolo Fagioli,30/06/2025,01/07/2025
ACF Fiorentina,Nicolo Fagioli,01/07/2025,al presente
ACF Fiorentina,Amir Richardson,12/08/2024,al presente
SSC Napoli,Michael Folorunsho,13/07/2019,15/07/2019
SSC Napoli,Michael Folorunsho,15/09/2020,16/09/2020
SSC Napoli,Michael Folorunsho,30/06/2021,10/08/2021
SSC Napoli,Michael Folorunsho,30/01/2022,31/01/2022
SSC Napoli,Michael Folorunsho,30/06/2022,26/07/2022
SSC Napoli,Michael Folorunsho,30/06/2023,16/08/2023
Hellas Verona,Michael Folorunsho,16/08/2023,30/06/2024
SSC Napoli,Michael Folorunsho,30/06/2024,11/01/2025
ACF Fiorentina,Michael Folorunsho,11/01/2025,30/06/2025
SSC Napoli,Michael Folorunsho,30/06/2025,al presente
AS Roma,Edoardo Bove,01/07/2021,30/08/2024
ACF Fiorentina,Edoardo Bove,30/08/2024,30/06/2025
AS Roma,Edoardo Bove,30/06/2025,al presente
ACF Fiorentina,Cher Ndour,03/02/2025,al presente
ACF Fiorentina,Lucas Beltran,14/08/2023,al presente
AS Roma,Nicolo Zaniolo,01/07/2018,08/02/2023
Atalanta,Nicolo Zaniolo,05/07/2024,03/02/2025
ACF Fiorentina,Nicolo Zaniolo,03/02/2025,30/06/2025
Atalanta,Andrea Colpani,31/08/2020,01/09/2020
AC Monza,Andrea Colpani,01/09/2020,30/06/2022
Atalanta,Andrea Colpani,30/06/2022,01/07/2022
AC Monza,Andrea Colpani,01/07/2022,26/07/2024
ACF Fiorentina,Andrea Colpani,26/07/2024,30/06/2025
AC Monza,Andrea Colpani,30/06/2025,al presente
ACF Fiorentina,Maat Daniel Caprini,03/02/2025,al presente
Genoa CFC,Albert Gudmundsson,31/01/2022,16/08/2024
ACF Fiorentina,Albert Gudmundsson,16/08/2024,30/06/2025
Genoa CFC,Albert Gudmundsson,30/06/2025,al presente
Juventus,Moise Kean,01/07/2017,31/08/2017
Hellas Verona,Moise Kean,31/08/2017,30/06/2018
Juventus,Moise Kean,30/06/2018,04/08/2019
Juventus,Moise Kean,31/08/2021,30/06/2023
Juventus,Moise Kean,01/07/2023,09/07/2024
ACF Fiorentina,Moise Kean,09/07/2024,al presente
AS Roma,Lukasz Skorupski,12/07/2013,01/07/2015
Empoli FC,Lukasz Skorupski,01/07/2015,30/06/2017
AS Roma,Lukasz Skorupski,30/06/2017,01/07/2018
Bologna FC,Lukasz Skorupski,01/07/2018,al presente
Bologna FC,Federico Ravaglia,01/07/2017,10/07/2018
Bologna FC,Federico Ravaglia,30/06/2019,15/07/2019
Bologna FC,Federico Ravaglia,30/06/2020,17/07/2021
Bologna FC,Federico Ravaglia,30/06/2022,21/07/2022
Bologna FC,Federico Ravaglia,13/01/2023,al presente
Bologna FC,Nicola Bagnolini,01/07/2022,al presente
Bologna FC,Sam Beukema,03/07/2023,al presente
Bologna FC,Jhon Lucumi,18/08/2022,al presente
Hellas Verona,Nicolo Casale,01/07/2017,11/07/2017
Hellas Verona,Nicolo Casale,29/01/2018,30/01/2018
Hellas Verona,Nicolo Casale,30/06/2018,06/07/2018
Hellas Verona,Nicolo Casale,30/06/2019,18/07/2019
Venezia FC,Nicolo Casale,18/07/2019,31/08/2020
Hellas Verona,Nicolo Casale,31/08/2020,03/10/2020
Empoli FC,Nicolo Casale,03/10/2020,30/06/2021
Hellas Verona,Nicolo Casale,30/06/2021,08/07/2022
Lazio Roma,Nicolo Casale,08/07/2022,30/08/2024
Bologna FC,Nicolo Casale,30/08/2024,30/06/2025
Lazio Roma,Nicolo Casale,30/06/2025,01/07/2025
Bologna FC,Nicolo Casale,01/07/2025,al presente
Bologna FC,Martin Erlic,02/08/2024,al presente
Bologna FC,Juan Miranda,03/07/2024,al presente
Cagliari Calcio,Charalampos Lykogiannis,22/01/2018,01/07/2022
Bologna FC,Charalampos Lykogiannis,01/07/2022,al presente
Atalanta,Emil Holm,31/08/2023,30/06/2024
Bologna FC,Emil Holm,01/07/2024,al presente
AC Milan,Davide Calabria,01/07/2015,03/02/2025
Bologna FC,Davide Calabria,03/02/2025,30/06/2025
AC Milan,Davide Calabria,30/06/2025,al presente
Lazio Roma,Lorenzo De Silvestri,01/07/2007,26/08/2009
ACF Fiorentina,Lorenzo De Silvestri,26/08/2009,16/07/2012
ACF Fiorentina,Lorenzo De Silvestri,30/06/2014,01/07/2014
Torino FC,Lorenzo De Silvestri,18/08/2016,17/09/2020
Bologna FC,Lorenzo De Silvestri,17/09/2020,al presente
Bologna FC,Nikola Moro,29/08/2022,30/06/2023
Bologna FC,Nikola Moro,02/07/2023,al presente
Bologna FC,Oussama El Azzouzi,20/07/2023,al presente
Bologna FC,Lewis Ferguson,12/07/2022,al presente
AC Milan,Tommaso Pobega,01/07/2018,23/08/2018
AC Milan,Tommaso Pobega,30/06/2019,15/07/2019
AC Milan,Tommaso Pobega,31/08/2020,23/09/2020
AC Milan,Tommaso Pobega,30/06/2021,27/08/2021
Torino FC,Tommaso Pobega,27/08/2021,30/06/2022
AC Milan,Tommaso Pobega,30/06/2022,24/08/2024
Bologna FC,Tommaso Pobega,24/08/2024,30/06/2025
AC Milan,Tommaso Pobega,30/06/2025,al presente
Bologna FC,Michel Aebischer,25/01/2022,30/06/2022
Bologna FC,Michel Aebischer,01/07/2022,al presente
Atalanta,Remo Freuler,19/01/2016,14/08/2022
Bologna FC,Remo Freuler,01/09/2023,30/06/2024
Bologna FC,Remo Freuler,01/07/2024,al presente
Bologna FC,Andri Fannar Baldursson,01/06/2020,23/08/2021
Bologna FC,Andri Fannar Baldursson,30/06/2022,06/07/2022
Bologna FC,Andri Fannar Baldursson,30/06/2023,10/08/2023
Bologna FC,Andri Fannar Baldursson,31/12/2024,al presente
Inter,Giovanni Fabbian,01/07/2022,30/07/2022
Inter,Giovanni Fabbian,30/06/2023,20/08/2023
Bologna FC,Giovanni Fabbian,20/08/2023,al presente
Bologna FC,Jens Odgaard,01/02/2024,30/06/2024
Bologna FC,Jens Odgaard,01/07/2024,al presente
Bologna FC,Benja Dominguez,28/08/2024,al presente
Atalanta,Nicolo Cambiaghi,30/06/2022,04/08/2022
Empoli FC,Nicolo Cambiaghi,04/08/2022,30/06/2024
Atalanta,Nicolo Cambiaghi,30/06/2024,12/07/2024
Bologna FC,Nicolo Cambiaghi,12/07/2024,al presente
Bologna FC,Estanis Pedrola,03/02/2025,30/06/2025
Bologna FC,Dan Ndoye,14/08/2023,al presente
Juventus,Riccardo Orsolini,30/01/2017,30/01/2017
Juventus,Riccardo Orsolini,30/06/2017,14/07/2017
Atalanta,Riccardo Orsolini,14/07/2017,30/01/2018
Juventus,Riccardo Orsolini,30/01/2018,31/01/2018
Bologna FC,Riccardo Orsolini,31/01/2018,30/06/2019
Juventus,Riccardo Orsolini,30/06/2019,01/07/2019
Bologna FC,Riccardo Orsolini,01/07/2019,al presente
Bologna FC,Santiago Castro,30/01/2024,al presente
Bologna FC,Thijs Dallinga,23/07/2024,al presenteAC Milan,Mike Maignan,01/07/2021,al presente
Atalanta,Marco Sportiello,22/06/2012,14/07/2012
Atalanta,Marco Sportiello,30/06/2013,13/01/2017
ACF Fiorentina,Marco Sportiello,13/01/2017,30/06/2018
Atalanta,Marco Sportiello,30/06/2018,06/07/2018
Atalanta,Marco Sportiello,30/06/2019,01/07/2023
AC Milan,Marco Sportiello,01/07/2023,al presente
AC Milan,Lorenzo Torriani,01/07/2024,al presente
AC Milan,Fikayo Tomori,22/01/2021,30/06/2021
AC Milan,Fikayo Tomori,01/07/2021,al presente
AC Milan,Malick Thiaw,29/08/2022,al presente
AC Milan,Strahinja Pavlovic,31/07/2024,al presente
AC Milan,Matteo Gabbia,01/07/2017,31/08/2018
AC Milan,Matteo Gabbia,30/06/2019,26/07/2023
AC Milan,Matteo Gabbia,03/01/2024,al presente
AC Milan,Theo Hernandez,06/07/2019,al presente
AC Milan,Alex Jimenez,01/07/2024,al presente
AC Milan,Emerson Royal,12/08/2024,al presente
AC Milan,Kyle Walker,24/01/2025,30/06/2025
Hellas Verona,Filippo Terracciano,01/07/2022,08/01/2024
AC Milan,Filippo Terracciano,08/01/2024,al presente
AS Roma,Alessandro Florenzi,02/07/2012,30/01/2020
AS Roma,Alessandro Florenzi,20/07/2020,11/09/2020
AS Roma,Alessandro Florenzi,30/06/2021,21/08/2021
AC Milan,Alessandro Florenzi,21/08/2021,30/06/2022
AS Roma,Alessandro Florenzi,30/06/2022,01/07/2022
AC Milan,Alessandro Florenzi,01/07/2022,al presente
AC Milan,Youssouf Fofana,17/08/2024,al presente
AC Milan,Tijjani Reijnders,19/07/2023,al presente
AC Milan,Yunus Musah,04/08/2023,al presente
AC Milan,Ruben Loftus Cheek,01/07/2023,al presente
AC Monza,Warren Bondo,28/07/2022,31/01/2023
AC Monza,Warren Bondo,30/06/2023,03/02/2025
AC Milan,Warren Bondo,03/02/2025,al presente
AC Milan,Rafael Leao,01/08/2019,al presente
ACF Fiorentina,Riccardo Sottil,01/07/2018,27/01/2019
ACF Fiorentina,Riccardo Sottil,30/06/2019,10/09/2020
Cagliari Calcio,Riccardo Sottil,10/09/2020,30/06/2021
ACF Fiorentina,Riccardo Sottil,30/06/2021,03/02/2025
AC Milan,Riccardo Sottil,03/02/2025,30/06/2025
ACF Fiorentina,Riccardo Sottil,30/06/2025,al presente
AC Milan,Christian Pulisic,13/07/2023,al presente
AC Milan,Samuel Chukwueze,27/07/2023,al presente
AC Milan,Joao Felix,03/02/2025,30/06/2025
AC Milan,Santiago Gimenez,03/02/2025,al presente
AS Roma,Tammy Abraham,17/08/2021,30/08/2024
AC Milan,Tammy Abraham,30/08/2024,30/06/2025
AS Roma,Tammy Abraham,30/06/2025,al presente
ACF Fiorentina,Luka Jovic,08/07/2022,01/09/2023
AC Milan,Luka Jovic,01/09/2023,al presenteComo,Jean Butez,07/01/2025,al presente
SSC Napoli,Pepe Reina,29/07/2013,30/06/2014
SSC Napoli,Pepe Reina,01/07/2015,01/07/2018
AC Milan,Pepe Reina,01/07/2018,13/01/2020
AC Milan,Pepe Reina,31/07/2020,01/09/2020
Lazio Roma,Pepe Reina,01/09/2020,08/07/2022
Como,Pepe Reina,18/07/2024,01/07/2025
Cagliari Calcio,Mauro Vigorito,01/07/2009,01/08/2010
Cagliari Calcio,Mauro Vigorito,01/07/2011,31/01/2012
Cagliari Calcio,Mauro Vigorito,30/06/2012,16/07/2012
Cagliari Calcio,Mauro Vigorito,01/07/2013,18/07/2013
US Lecce,Mauro Vigorito,31/07/2018,28/08/2021
Como,Mauro Vigorito,01/09/2022,30/06/2023
Como,Mauro Vigorito,01/07/2023,al presente
Como,Pierre Bolchini,28/08/2019,al presente
Atalanta,Alberto Dossena,30/01/2018,31/01/2018
Atalanta,Alberto Dossena,30/06/2018,24/07/2018
Atalanta,Alberto Dossena,30/06/2019,02/08/2019
Atalanta,Alberto Dossena,31/08/2020,15/09/2020
Cagliari Calcio,Alberto Dossena,12/08/2022,01/07/2024
Como,Alberto Dossena,01/07/2024,al presente
Como,Marc Oliver Kempf,28/08/2024,al presente
Juventus,Edoardo Goldaniga,01/07/2014,02/07/2014
Juventus,Edoardo Goldaniga,30/06/2015,01/07/2015
Genoa CFC,Edoardo Goldaniga,02/09/2019,30/06/2021
Cagliari Calcio,Edoardo Goldaniga,12/01/2022,28/01/2024
Como,Edoardo Goldaniga,28/01/2024,al presente
Como,Fellipe Jack,01/07/2024,30/06/2025
Como,Alex Valle,31/01/2025,30/06/2025
Como,Alex Valle,01/07/2025,al presente
Como,Alberto Moreno,19/07/2024,al presente
Como,Ignace Van Der Brempt,30/08/2024,30/06/2025
Como,Ignace Van Der Brempt,01/07/2025,al presente
Torino FC,Mergim Vojvoda,01/09/2020,03/02/2025
Como,Mergim Vojvoda,03/02/2025,al presente
Como,Ivan Smolcic,03/02/2025,al presente
Como,Maximo Perrone,25/08/2024,30/06/2025
Como,Yannik Engelhardt,01/08/2024,al presente
Como,Maxence Caqueret,12/01/2025,al presente
Como,Lucas Da Cunha,16/01/2023,al presente
Como,Sergi Roberto,23/08/2024,al presente
Como,Matthias Braunoder,25/01/2024,30/06/2024
Como,Matthias Braunoder,01/07/2024,al presente
Como,Giuseppe Mazzaglia,31/07/2024,al presente
Como,Alessio Iovine,05/07/2019,01/07/2025
Como,Nico Paz,25/08/2024,al presente
Como,Dele Alli,19/01/2025,al presente
Como,Naj Razi,01/07/2024,al presente
Como,Alieu Fadera,14/08/2024,al presente
Como,Assane Diao,07/01/2025,al presente
ACF Fiorentina,Jonathan Ikone,03/01/2022,31/01/2025
Como,Jonathan Ikone,31/01/2025,30/06/2025
ACF Fiorentina,Jonathan Ikone,30/06/2025,al presente
US Lecce,Gabriel Strefezza,12/08/2021,29/01/2024
Como,Gabriel Strefezza,29/01/2024,30/06/2024
US Lecce,Gabriel Strefezza,30/06/2024,01/07/2024
Como,Gabriel Strefezza,01/07/2024,al presente
Como,Anastasios Douvikas,03/02/2025,al presente
AC Milan,Patrick Cutrone,18/01/2017,30/07/2019
ACF Fiorentina,Patrick Cutrone,10/01/2020,07/01/2021
Empoli FC,Patrick Cutrone,13/08/2021,30/06/2022
Como,Patrick Cutrone,29/08/2022,al presente
Como,Ivan Azon,03/02/2025,al presente
